ID_CANDIDATO;REMUN_BRUTA_ANUAL_PUBLICA;REMUN_BRUTA_ANUAL_PRIVADA;RENTA_BRUTA_ANUAL_INDIV_PUBLICA;RENTA_BRUTA_ANUAL_INDIV_PRIVADA;OTROS_INGRESOS_ANUALES_PUBLICA;OTROS_INGRESOS_ANUALES_PRIVADA;TOTAL_REMUN_BRUTA_ANUAL;TOTAL_RENTA_BRUTA_ANUAL;TOTAL_OTROS_INGRESOS_ANUALES;TOTAL_GENERAL
158794;0;0;0;30000;0;0;0;30000;0;30000
158795;9240;0;0;30000;0;0;9240;30000;0;39240
158798;6000;0;0;0;0;0;6000;0;0;6000
161665;7000;0;0;0;0;0;7000;0;0;7000
161666;0;65000;0;0;0;0;65000;0;0;65000
161667;0;0;0;17280;0;0;0;17280;0;17280
161668;14400;0;0;0;0;0;14400;0;0;14400
161669;0;46143.56;0;0;0;0;46143.56;0;0;46143.56
161670;94158.38;0;0;0;0;0;94158.38;0;0;94158.38
161671;165000;0;0;0;0;0;165000;0;0;165000
161673;0;24000;0;0;0;0;24000;0;0;24000
161675;59000;0;0;0;0;0;59000;0;0;59000
161676;0;22112;0;0;0;0;22112;0;0;22112
161677;60000;0;0;0;0;0;60000;0;0;60000
161678;0;41269.06;0;0;0;24000;41269.06;0;24000;65269.06
161679;0;35000;0;0;0;0;35000;0;0;35000
161681;0;0;0;24000;0;0;0;24000;0;24000
161682;0;42000;0;0;0;0;42000;0;0;42000
161684;0;0;0;14500;0;0;0;14500;0;14500
161686;0;5500;0;0;0;0;5500;0;0;5500
161687;25200;0;0;0;0;0;25200;0;0;25200
161688;45000;0;0;0;0;0;45000;0;0;45000
161690;26640;0;0;0;0;0;26640;0;0;26640
161691;16159;0;0;0;0;0;16159;0;0;16159
161692;0;9600;0;0;0;0;9600;0;0;9600
161694;0;0;0;30000;21060;0;0;30000;21060;51060
161695;0;0;0;0;0;24000;0;0;24000;24000
161696;0;0;0;36000;0;0;0;36000;0;36000
161697;0;30954;0;0;0;0;30954;0;0;30954
161698;0;0;0;0;0;3330;0;0;3330;3330
161699;0;11160;0;8000;0;0;11160;8000;0;19160
161700;55788.55;0;0;73087.2;0;0;55788.55;73087.2;0;128875.75
159669;0;0;0;18000;0;0;0;18000;0;18000
159671;0;0;0;18000;0;12000;0;18000;12000;30000
159686;0;18000;0;0;0;0;18000;0;0;18000
