ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_PARTIDARIO;DESDE;HASTA
160640;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL PROVINCIAL TRANSITORIO TUMBES;2004;2005
160641;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DE POLITICA;2014;2016
157943;MOVIMIENTO REGIONAL O DEPARTAMENTAL RENOVACION TUMBESINA;JEFE DEL EQUIPO TECNICO;2014;2019
160591;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIA REGIONAL DE TUMBES;2009;2010
161358;PARTIDO  APRISTA PERUANO;SECRETARIO GENERAL  DEL COMANDO UNIVERSITARIO APRISTA;1977;1979
160112;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DE ORGANIZACIÓN;2019;HASTA LA ACTUALIDAD
160113;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA REGIONAL DE ADMINISTRACION Y FINANZAS;2018;HASTA LA ACTUALIDAD
159450;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;COORDINADOR REGIONAL ENCARGADO;2018;2018
159700;PARTIDO POLÍTICO PERU NACION;COORDINADOR REGIONAL;2017;HASTA LA ACTUALIDAD
158847;MOVIMIENTO REGIONAL UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA;PRESIDENTE FUNDADOR;2017;HASTA LA ACTUALIDAD
158847;MOVIMIENTO REGIONAL UNIDAD, EXPERIENCIA Y TRABAJO CON ÉTICA;REPRESENTANTE LEGAL;2017;HASTA LA ACTUALIDAD
161186;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DE ORGANIZACIÓN;2017;2019
161187;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE DISCIPLINA;2000;2002
161187;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE LA MUJER;2004;2006
157866;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO REGIONAL;2019;HASTA LA ACTUALIDAD
157867;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DEL INTERIOR;1987;1993
157868;MOVIMIENTO REGIONAL O DEPARTAMENTAL YO SOY CALLAO;SECRETARIO GENERAL;2015;2019
157869;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;DIRECCIÓN REGIONAL DE ADMINISTRACIÓN;2019;2019
158856;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COMISION POLITICA NACIONAL;2017;HASTA LA ACTUALIDAD
158856;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR REGIONAL;2014;2016
158463;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO NACIONAL DE ACTAS Y CONTROL DE ARCHIVOS;2017;2019
158466;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU;SECRETARIO GENERAL REGION  CALLAO;2015;2017
158206;PARTIDO POLÍTICO JUNTOS POR EL PERU;SECRETARIA NACIONAL DE LA MUJER;2017;HASTA LA ACTUALIDAD
161705;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO NACIONAL DE TÉCNICA ELECTORAL;2010;2014
161707;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA GERENERAL SECTOR SARITA COLONIA;2007;2019
161707;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE ACTAS-SECTOR SUR "B" CALLAO;1984;1988
161708;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE ORGANIZACIÓN DEL DISTRITO POLÍTICO DEL CONO NORTEA CALLAO;2007;2008
161708;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE LA JAP DEL DISTRITO POLITICO DEL CONO NORTE CALLAO;2001;2004
158935;MOVIMIENTO REGIONAL NUEVO CALLAO;FUNDADOR;2009;2011
158935;MOVIMIENTO REGIONAL NUEVO CALLAO;PERSONERO LEGAL TITULAR;2009;2010
158936;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO DE ORGANIZACION REGIONAL DEL CALLAO;2017;2019
159789;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO DE ORGANIZACION Y PLANEAMIENTO DEL CALLAO;2019;HASTA LA ACTUALIDAD
159790;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA GENERAL DISTRITAL DE CERCADO CALLAO;2019;HASTA LA ACTUALIDAD
159791;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DE FORMACIÓN DEL TALENTO;2019;HASTA LA ACTUALIDAD
159792;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA GENERAL DEL COMITÉ DISTRITAL DE VENTANILLA;2019;HASTA LA ACTUALIDAD
158920;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO DE JUVENTUDES;2015;2019
161031;PARTIDO POLÍTICO FUERZA NACIONAL;MIEMBRO  DEL CONGRESO NACIONAL;2005;2012
161032;PARTIDO POLÍTICO PERU LIBRE;SECRETARIA DE DEFENSA;2017;HASTA LA ACTUALIDAD
159211;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;CUARTO VICEPRESIDENTE;2018;HASTA LA ACTUALIDAD
159360;PARTIDO POLÍTICO PERU NACION;MILITANTE;2015;2019
158965;PARTIDO POLÍTICO PERU PATRIA SEGURA;SECRETARIO DEPARTAMENTAL;2005;HASTA LA ACTUALIDAD
158911;PODEMOS POR EL PROGRESO DEL PERU;SECRETARIO GENERAL NACIONAL;2017;HASTA LA ACTUALIDAD
161597;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;COORDINADOR POLITICO;2015;2016
161597;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO GENERAL VENTANILLA;2005;2006
158132;PARTIDO POLÍTICO VAMOS PERU;PRESIDENTE;2014;HASTA LA ACTUALIDAD
158132;ALIANZA ELECTORAL CHIMPUM CALLAO;PRESIDENTE Y REPRESENTANTE LEGAL;2014;2015
158133;PARTIDO POLÍTICO VAMOS PERU;SECRETARIA NACIONAL DE LA MUJER;2011;2014
158133;PARTIDO POLÍTICO VAMOS PERU;SECRETARIA NACIONAL DE LA MUJER Y JUVENTUDES;2018;2019
158134;PARTIDO POLÍTICO VAMOS PERU;SECRETARIO DE ORGANIZACION;2013;HASTA LA ACTUALIDAD
161657;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE LA MUJER;2017;2019
161268;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO;SECRETARIO PRENSA Y PROPAGANDA;2014;HASTA LA ACTUALIDAD
160594;PARTIDO POLÍTICO FUERZA POPULAR;COORDINADORA PROVINCIAL DE PADRE ABAD;2016;2016
160583;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;MILITANTE;2005;2019
158540;MOVIMIENTO REGIONAL O DEPARTAMENTAL UCAYALI REGION CON FUTURO;MIEMBRO DEL COMITÉ;2006;2019
159309;PARTIDO POLÍTICO PARTIDO MORADO;FUNDADOR;2019;HASTA LA ACTUALIDAD
159309;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL REGIONAL DE UCAYALI;2019;HASTA LA ACTUALIDAD
159310;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA GENERAL DE LA PROVINCIA DE CORONEL PORTILLO;2019;HASTA LA ACTUALIDAD
159311;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL PROVINCIAL DE PADRE ABAD;2019;HASTA LA ACTUALIDAD
158939;PARTIDO POLÍTICO PERUANOS POR EL KAMBIO;SECRETARIO REGIONAL;2014;2015
159342;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO GENERAL REGION UCAYALI;2018;HASTA LA ACTUALIDAD
160281;PARTIDO POLÍTICO UNION POR EL PERU;MIEMBRO TITULAR CDN;2017;HASTA LA ACTUALIDAD
